project_id,district_code,intervention_id,partner,start_date,planned_end_date,actual_end_date,cost_usd,baseline_risk_score,total_delay_days,achieved_outcome_score,realized_risk_reduction,delivered_on_time,achieved_min_outcome,community_engagement_score,post_project_audit_score,post_project_satisfaction_score
P01759,D-061,I01,HydroBuild Co,2022-07-26,2023-08-20,2023-11-15,958500,70.92,87,59.42,0.124,0,0,55.25,56.79,59.51
P01760,D-023,I18,BlueRiver Implementers,2021-02-15,2022-10-08,2023-02-02,838400,87.0,117,66.15,0.344,0,1,53.53,65.18,56.29
P01761,D-021,I04,HydroBuild Co,2021-02-01,2022-11-23,2023-02-12,521400,82.61,81,72.64,0.189,0,1,42.64,72.71,61.08
P01762,D-096,I11,InfraTrust Consortium,2023-09-25,2024-11-18,2025-01-29,670500,60.88,72,79.8,0.45,0,1,59.34,78.92,76.7
P01763,D-109,I17,GreenWorks Alliance,2023-06-22,2024-11-13,2024-12-27,2031900,72.42,44,76.63,0.265,1,1,62.77,71.1,76.01
P01764,D-011,I13,InfraTrust Consortium,2022-01-25,2023-09-17,2023-12-05,1508700,60.46,79,69.98,0.39,0,1,75.92,73.42,62.32
P01765,D-112,I13,HeatSafe Partners,2022-08-13,2024-04-04,2024-07-08,1002000,89.78,95,62.43,0.331,0,1,71.26,60.6,68.23
P01766,D-114,I01,BlueRiver Implementers,2023-10-15,2024-11-08,2025-01-16,1596500,48.81,69,72.34,0.245,0,1,62.77,72.53,66.66
P01767,D-051,I11,BlueRiver Implementers,2021-03-30,2022-05-24,2022-08-15,542400,56.47,83,63.02,0.338,0,1,55.93,60.5,59.48
P01768,D-095,I17,CivicResilience NGO,2021-07-17,2022-12-09,2023-02-27,2109000,70.65,80,67.75,0.257,0,1,69.96,76.78,64.49
P01769,D-058,I08,RapidRelief Local,2023-10-13,2025-05-05,2025-08-10,238400,66.81,97,51.59,0.124,0,0,25.81,46.66,38.85
P01770,D 068,I07,Delta Engineering,2022-11-08,2024-03-02,2024-06-02,1009600,64.48,92,76.73,0.315,0,1,75.74,78.36,76.2
P01771,D-054,I14,CommunityFirst,2023-09-06,2025-05-28,2025-08-09,1221000,63.57,73,68.64,0.465,0,1,52.89,63.28,56.25
P01772,D-038,I02,Delta Engineering,2021-09-01,2022-10-26,2022-12-20,1103500,79.75,55,75.34,0.251,0,1,60.66,82.11,70.94
P01773,D-024,I14,GreenWorks Alliance,2023-11-20,2025-08-11,2025-10-23,707500,78.46,73,66.72,0.368,0,1,48.77,65.73,65.46
P01774,D-068,I06,CivicResilience NGO,2023-11-22,2025-06-14,2025-08-16,736000,63.92,63,63.81,0.463,0,1,52.69,65.92,62.73
P01775,D-104,I06,InfraTrust Consortium,2023-02-18,2024-09-10,2024-11-16,855600,70.23,67,78.91,0.5,0,1,53.33,75.58,66.58
P01776,D-118,I11,Delta  Engineering,2023-06-11,2024-08-04,2024-09-23,445800,63.57,50,80.18,0.354,0,1,61.96,76.55,74.21
P01777,D-112,I14,CivicResilience NGO,2021-01-31,2022-10-23,2023-01-24,1351800,80.7,93,50.41,0.154,0,0,46.28,49.67,51.02
P01778,D-084,I04,BlueRiver Implementers,2023-04-18,2025-02-06,2025-04-19,723200,50.27,72,71.25,0.212,0,1,53.21,84.55,72.63
P01779,D-049,I03,CommunityFirst,2022-09-28,2024-07-19,2024-11-09,945100,78.55,113,73.97,0.5,0,1,60.3,72.64,75.17
P01780,D-046,I11,GreenWorks Alliance,2022-05-04,2023-06-28,2023-08-28,865900,66.19,61,75.27,0.392,0,1,36.38,69.5,59.74
P01781,D-107,I04,InfraTrust Consortium,2022-03-08,2023-12-28,2024-04-25,715500,80.84,119,88.74,0.296,0,1,71.26,88.6,82.45
P01782,D-045,I14,CivicResilience NGO,2023-10-09,2025-06-30,2025-09-19,1225300,59.81,81,56.96,0.095,0,0,41.52,59.15,47.52
P01783,D-066,I10,BlueRiver Implementers,2021-05-18,2022-06-12,2022-07-14,430500,80.15,32,56.51,0.123,1,0,65.02,56.04,56.31
P01784,D-103,I01,CommunityFirst,2023-03-04,2024-03-28,2024-05-09,1320500,84.71,42,62.21,0.232,1,1,44.17,60.37,55.23
P01785,D-044,I05,SunBuild Initiative,2022-04-03,2024-01-23,2024-06-05,568000,91.75,134,47.79,0.114,0,0,51.62,45.9,46.97
P01786,D-020,I03,InfraTrust Consortium,2021-09-29,2023-07-21,2023-11-29,1304500,72.55,131,56.0,0.177,0,0,59.77,52.58,54.14
P01787,D-080,I08,Delta Engineering,2022-09-04,2024-03-27,2024-06-25,682600,81.31,90,65.68,0.363,0,1,41.85,73.33,57.87
P01788,D-030,I13,HeatSafe Partners,2023-12-07,2025-07-29,2025-10-16,1441400,63.97,79,59.81,0.145,0,0,60.51,62.66,56.79
P01789,D-102,I17,RapidRelief Local,2022-04-14,2023-09-06,2023-12-13,1810500,91.17,98,61.04,0.163,0,1,46.39,62.23,52.66
P01790,D-087,I03,HeatSafe Partners,2021-08-28,2023-06-19,2023-11-13,1103700,78.99,147,61.1,0.459,0,1,62.22,67.33,67.4
P01791,D-007,I01,HydroBuild Co,2021-11-01,2022-11-26,2023-03-03,1341500,57.7,97,67.67,0.201,0,1,40.71,66.92,58.55
P01792,D-112,I04,CivicResilience NGO,2022-02-17,2023-12-09,2024-04-13,650600,84.65,126,79.83,0.217,0,1,55.4,84.23,75.03
P01793,D 025,I08,CivicResilience NGO,2022-08-04,2024-02-25,2024-05-20,772600,69.84,85,57.27,0.136,0,0,61.17,59.87,53.01
P01794,D-027,I04,CommunityFirst,2022-11-18,2024-09-08,2024-10-18,724700,68.15,40,89.0,0.241,1,1,60.75,89.84,82.46
P01795,D-090,I15,InfraTrust Consortium,2023-03-22,2024-05-15,2024-07-05,1082100,59.86,51,85.05,0.5,0,1,73.16,87.05,83.47
P01796,D-003,I14,BlueRiver Implementers,2022-01-15,2023-10-07,2024-02-03,1365900,59.53,119,66.42,0.357,0,1,52.26,67.68,65.91
P01797,D-038,I06,CivicResilience NGO,2022-12-17,2024-07-09,2024-10-06,658500,77.15,89,49.07,0.193,0,0,62.98,53.96,44.35
P01798,D-047,I10,SunBuild Initiative,2021-04-10,2022-05-05,2022-05-23,432500,66.5,18,50.26,0.057,1,0,24.02,52.92,37.25
P01799,D-044,I13,InfraTrust Consortium,2021-08-25,2023-04-17,2023-08-18,1164900,88.6,123,82.07,0.405,0,1,72.02,84.18,79.42
P01800,D-065,I12,InfraTrust Consortium,2023-11-28,2025-03-22,2025-04-13,1200600,63.9,22,78.7,0.493,1,1,74.69,79.55,82.68
P01801,D-117,I04,CommunityFirst,2021-01-20,2022-11-11,2023-03-25,746700,83.87,134,75.78,0.283,0,1,71.46,77.66,74.07
P01802,D-098,I12,Delta Engineering,2021-05-21,2022-09-13,2022-10-31,1244000,65.89,48,69.92,0.336,0,1,74.91,70.1,77.93
P01803,D-061,I18,InfraTrust Consortium,2021-02-27,2022-10-20,2023-02-20,815100,65.16,123,75.1,0.339,0,1,67.81,71.84,71.09
P01804,D-008,I09,GreenWorks Alliance,2022-04-12,2024-02-01,2024-07-14,602500,82.66,164,60.54,0.358,0,1,46.86,58.06,64.14
P01805,D-083,I06,InfraTrust Consortium,2023-09-16,2025-04-08,2025-06-08,781900,60.81,61,65.55,0.5,0,1,66.72,71.56,71.38
P01806,D-039,I04,HydroBuild Co,2021-10-02,2023-07-24,2023-10-06,659400,78.35,74,64.47,0.186,0,1,51.42,64.39,70.63
P01807,D-082,I01,CivicResilience NGO,2022-01-15,2023-02-09,2023-05-20,1568400,71.33,100,57.65,0.138,0,0,75.54,53.73,68.18
P01808,D-092,I10,Delta Engineering,2023-12-03,2024-12-27,2025-01-29,345000,66.39,33,73.52,0.247,1,1,42.07,71.09,60.83
P01809,D-105,I13,RapidRelief Local,2021-11-25,2023-07-18,2023-10-21,1289200,63.1,95,32.71,0.065,0,0,51.51,32.35,42.16
P01810,D-065,I07,RapidRelief Local,2022-11-22,2024-03-16,2024-06-01,1045700,55.74,77,54.05,0.074,0,0,32.71,52.56,36.72
P01811,D-043,I14,CommunityFirst,2021-08-28,2023-05-20,2023-08-18,1110400,66.7,90,69.53,0.42,0,1,59.12,72.68,69.83
P01812,D-016,I05,CivicResilience NGO,2023-04-03,2025-01-22,2025-04-18,697200,51.17,86,52.36,0.129,0,0,46.3,52.05,51.25
P01813,D-031,I17,Delta Engineering,2021-10-01,2023-02-23,2023-05-18,1892400,60.61,84,69.95,0.229,0,1,64.92,68.32,65.2
P01814,D-020,I06,BlueRiver Implementers,2022-11-13,2024-06-05,2024-08-13,687200,65.04,69,78.15,0.5,0,1,50.92,79.21,59.86
P01815,D-100,I04,Delta Engineering,2021-06-26,2023-04-17,2023-08-05,434900,78.65,110,50.74,0.068,0,0,33.84,56.31,47.82
P01816,D-106,I18,GreenWorks Alliance,2023-05-10,2024-12-30,2025-04-27,1182100,57.36,118,56.73,0.135,0,0,42.93,57.59,49.58
P01817,D-052,I10,RapidRelief Local,2021-03-07,2022-04-01,2022-05-02,584400,56.39,31,60.16,0.183,1,1,44.73,54.26,54.19
P01818,D-119,I12,RapidRelief Local,2021-11-09,2023-03-04,2023-04-06,1433700,63.04,33,58.35,0.06,1,0,60.89,60.46,61.9
P01819,D-077,I18,HeatSafe Partners,2023-08-04,2025-03-26,2025-06-10,1137800,66.01,76,84.29,0.361,0,1,72.47,89.15,72.95
P01820,D-033,I06,CivicResilience NGO,2023-03-15,2024-10-05,2024-12-29,721800,77.45,85,56.61,0.193,0,0,71.55,53.33,56.92
P01821,D-091,I10,Delta Engineering,2022-05-03,2023-05-28,2023-06-24,258400,58.86,27,67.42,0.222,1,1,65.16,70.34,54.37
P01822,D-025,I08,Delta Engineering,2022-07-25,2024-02-15,2024-04-29,709900,54.18,74,80.21,0.414,0,1,48.06,78.41,61.1
P01823,D-005,I18,RapidRelief Local,2022-04-22,2023-12-13,2024-03-26,758500,60.28,104,61.54,0.319,0,1,59.65,60.72,61.64
P01824,D-076,I09,HydroBuild Co,2023-05-27,2025-03-17,2025-07-20,961200,90.02,125,76.9,0.385,0,1,59.82,82.28,60.76
P01825,D-115,I11,CommunityFirst,2022-08-23,2023-10-17,2023-12-13,856000,67.35,57,69.22,0.437,0,1,74.42,71.34,71.95
P01826,D-062,I13,InfraTrust Consortium,2022-08-27,2024-04-18,2024-07-22,1785600,56.21,95,75.61,0.415,0,1,72.06,72.06,79.47
P01827,D-004,I02,BlueRiver Implementers,2023-12-15,2025-02-07,2025-03-19,1324700,51.09,40,79.08,0.33,1,1,63.9,82.81,77.62
P01828,D-109,I11,GreenWorks Alliance,2022-01-06,2023-03-02,2023-06-25,768900,74.59,115,47.62,0.176,0,0,55.69,51.16,54.36
P01829,D-109,I15,InfraTrust Consortium,2023-05-05,2024-06-28,2024-09-05,408400,72.78,69,80.74,0.5,0,1,76.24,78.75,83.0
P01830,D-074,I08,InfraTrust Consortium,2021-11-14,2023-06-07,2023-09-04,384100,87.59,89,74.82,0.436,0,1,62.15,71.09,67.25
P01831,D-015,I09,GreenWorks Alliance,2023-03-02,2024-12-21,2025-04-21,1454100,83.27,121,57.58,0.177,0,0,48.09,52.51,44.99
P01832,d041,I11,GreenWorks Alliance,2022-11-25,2024-01-19,2024-03-01,1045600,72.6,42,67.15,0.324,1,1,45.47,73.37,52.76
P01833,D-027,I17,RapidRelief Local,2022-04-05,2023-08-28,2023-11-15,2377400,58.16,79,53.01,0.095,0,0,41.9,46.65,47.53
P01834,D-097,I08,InfraTrust Consortium,2023-06-27,2025-01-17,2025-04-26,455300,62.49,99,58.5,0.202,0,0,69.6,61.08,61.88
P01835,D-109,I08,BlueRiver Implementers,2021-08-03,2023-02-24,2023-05-10,367900,77.11,75,83.06,0.412,0,1,79.98,82.3,76.19
P01836,D-064,I13,InfraTrust Consortium,2021-09-10,2023-05-03,2023-07-09,1317100,63.1,67,68.14,0.322,0,1,47.16,68.12,62.9
P01837,d064,I12,CommunityFirst,2023-12-06,2025-03-30,2025-05-09,908600,65.77,40,65.48,0.5,1,1,68.67,63.92,70.45
P01838,D-079,I02,HeatSafe Partners,2024-01-28,2025-03-23,2025-05-03,2134700,72.27,41,66.89,0.3,1,1,57.89,65.57,56.15
P01839,D-047,I12,BlueRiver Implementers,2022-07-14,2023-11-06,2024-01-24,814200,59.59,79,41.06,0.166,0,0,55.81,37.11,40.09
P01840,D-035,I16,SunBuild Initiative,2021-10-27,2023-04-20,2023-09-12,1274300,46.89,145,37.21,0.041,0,0,32.54,38.3,36.2
P01841,D-060,I04,Delta Engineering,2021-01-01,2022-10-23,2023-02-11,311300,74.88,111,55.76,0.097,0,0,53.69,56.87,44.27
P01842,D-008,I08,GreenWorks Alliance,2022-12-24,2024-07-16,2024-10-21,575100,84.6,97,70.95,0.368,0,1,50.99,78.54,70.98
P01843,D-012,I16,HydroBuild Co,2023-08-25,2025-02-15,2025-05-26,1366400,56.3,100,71.54,0.323,0,1,60.11,73.27,59.48
P01844,D-008,I14,HydroBuild Co,2023-07-01,2025-03-22,2025-06-22,1158200,89.05,92,59.29,0.145,0,0,68.32,58.51,67.13
P01845,D-063,I14,RapidRelief Local,2022-10-30,2024-07-21,2024-11-17,1174800,72.88,119,59.36,0.14,0,0,42.95,60.67,54.02
P01846,D-056,I12,CivicResilience NGO,2023-09-21,2025-01-13,2025-02-23,1723600,62.29,41,64.94,0.401,1,1,42.99,67.33,58.38
P01847,D-090,I17,CommunityFirst,2022-12-31,2024-05-24,2024-07-21,1543900,63.12,58,75.67,0.335,0,1,62.08,73.96,77.59
P01848,D-031,I04,HydroBuild Co,2022-06-17,2024-04-07,2024-07-27,428600,58.25,111,67.43,0.237,0,1,50.83,65.13,64.29
P01849,D-090,I14,GreenWorks Alliance,2021-07-22,2023-04-13,2023-07-10,1529400,67.49,88,82.96,0.38,0,1,58.57,85.68,69.14
P01850,D-096,I10,CommunityFirst,2023-09-22,2024-10-16,2024-10-31,492700,78.91,15,75.82,0.232,1,1,49.11,71.11,61.71
P01851,D-062,I07,BlueRiver Implementers,2021-01-09,2022-05-04,2022-07-30,841000,49.92,87,60.77,0.271,0,1,55.25,57.32,55.6
P01852,D-111,I18,SunBuild Initiative,2023-10-29,2025-06-20,2025-10-01,1426000,75.69,103,35.79,0.05,0,0,54.06,31.66,43.88
P01853,D-018,I06,CommunityFirst,2023-01-12,2024-08-04,2024-11-02,832800,61.94,90,83.61,0.5,0,1,65.47,83.05,77.78
P01854,D-114,I12,CivicResilience NGO,2022-11-14,2024-03-08,2024-04-08,1707300,49.01,31,65.18,0.326,1,1,33.77,64.98,48.27
P01855,D-112,I11,SunBuild Initiative,2022-04-18,2023-06-12,2023-09-13,932800,85.4,93,48.56,0.132,0,0,40.79,50.1,44.41
P01856,D-109,I13,InfraTrust Consortium,2023-07-20,2025-03-11,2025-05-20,1091100,74.38,70,69.61,0.374,0,1,74.62,65.75,63.79
P01857,D-057,I09,Delta Engineering,2023-12-19,2025-10-09,2026-01-23,821700,70.12,106,71.03,0.335,0,1,57.42,68.4,71.65
P01858,D-094,I11,CivicResilience NGO,2023-02-06,2024-04-01,2024-06-26,815400,77.04,86,55.7,0.169,0,0,53.13,47.46,56.2
P01859,D-084,I14,CommunityFirst,2024-01-31,2025-10-22,2025-12-31,2119700,47.98,70,78.09,0.453,0,1,74.55,74.71,75.58
P01860,D-078,I03,CommunityFirst,2023-01-19,2024-11-09,2025-01-19,990000,81.21,71,77.53,0.5,0,1,63.21,70.93,68.98
P01861,D-014,I06,RapidRelief Local,2021-12-17,2023-07-10,2023-10-19,623000,54.3,101,50.93,0.144,0,0,55.29,49.05,57.82
P01862,D-044,I03,CivicResilience NGO,2022-12-03,2024-09-23,2025-02-06,940800,75.14,136,60.31,0.461,0,1,54.44,56.8,58.49
P01863,D-003,I18,RapidRelief Local,2022-03-11,2023-11-01,2024-03-28,419300,55.8,148,46.67,0.103,0,0,44.56,50.96,45.93
P01864,D-115,I05,CivicResilience NGO,2023-02-08,2024-11-29,2025-02-16,374100,67.47,79,83.51,0.332,0,1,63.33,81.57,69.74
P01865,D-044,I12,HydroBuild Co,2021-04-26,2022-08-19,2022-10-26,1221500,77.0,68,66.97,0.353,0,1,59.18,73.39,63.06
P01866,D-120,I06,Delta Engineering,2022-08-17,2024-03-09,2024-05-10,660800,82.74,62,59.74,0.178,0,0,51.4,57.81,53.51
P01867,D-034,I02,Delta Engineering,2023-06-23,2024-08-16,2024-10-11,2073900,72.61,56,60.87,0.248,0,1,65.47,60.32,64.23
P01868,D-040,I07,GreenWorks Alliance,2023-02-23,2024-06-17,2024-09-06,840700,55.15,81,71.47,0.325,0,1,48.55,67.09,48.97
P01869,D-026,I12,HeatSafe Partners,2023-08-14,2024-12-06,2025-02-02,1482900,67.32,58,74.81,0.419,0,1,47.05,76.45,52.54
P01870,D-104,I01,CivicResilience NGO,2021-12-20,2023-01-14,2023-03-21,1382600,78.65,66,67.71,0.161,0,1,56.65,65.49,59.23
P01871,D-023,I09,BlueRiver Implementers,2024-01-28,2025-11-18,2026-04-12,744900,88.59,145,49.09,0.163,0,0,60.25,50.34,55.99
P01872,D-071,I13,CommunityFirst,2023-03-18,2024-11-07,2025-02-14,1381400,94.35,99,91.28,0.36,0,1,45.85,92.91,80.47
P01873,D16,I09,InfraTrust Consortium,2022-02-07,2023-11-29,2024-05-08,1212500,63.76,161,60.33,0.458,0,1,63.8,61.83,63.51
P01874,D-055,I16,CivicResilience NGO,2021-03-29,2022-09-20,2023-01-23,636900,71.13,125,63.05,0.286,0,1,33.08,64.31,59.63
P01875,D-111,I06,HydroBuild Co,2023-06-01,2024-12-22,2025-03-18,704700,70.21,86,75.93,0.443,0,1,66.26,65.15,59.27
P01876,D-084,I13,CommunityFirst,2021-03-06,2022-10-27,2023-02-21,2296200,52.06,117,72.92,0.275,0,1,77.78,74.2,71.87
P01877,D-092,I05,CommunityFirst,2023-02-19,2024-12-10,2025-02-07,238200,72.55,59,70.54,0.397,0,1,51.31,67.64,60.6
P01878,D-023,I14,CommunityFirst,2023-12-21,2025-09-11,2025-11-07,1065600,87.22,57,82.38,0.4,0,1,52.62,79.78,74.85
P01879,D-004,I14,CivicResilience NGO,2021-05-02,2023-01-22,2023-05-18,1429700,55.82,116,53.1,0.179,0,0,57.37,51.73,60.18
P01880,D 027,I10,RapidRelief Local,2022-09-15,2023-10-10,2023-10-27,410100,70.0,17,76.85,0.178,1,1,28.84,72.96,57.68
P01881,D-004,I11,Delta Engineering,2023-09-10,2024-11-03,2025-01-02,834500,62.54,60,80.72,0.388,0,1,60.65,81.44,68.97
P01882,D-039,I10,Delta Engineering,2023-04-15,2024-05-09,2024-06-11,416800,71.38,33,62.79,0.205,1,1,46.1,66.43,53.72
P01883,D-076,I11,GreenWorks Alliance,2023-11-05,2024-12-29,2025-04-12,1117200,77.43,104,68.71,0.329,0,1,58.74,70.57,65.05
P01884,D-006,I06,Delta Engineering,2023-01-19,2024-08-11,2024-11-14,803900,87.67,95,60.81,0.461,0,1,56.74,64.48,58.39
P01885,D-087,I12,HeatSafe Partners,2023-12-03,2025-03-27,2025-05-27,935200,56.36,61,73.62,0.403,0,1,70.4,78.27,77.01
P01886,D-078,I08,Delta Engineering,2022-06-05,2023-12-27,2024-05-02,333900,80.4,127,63.59,0.43,0,1,67.98,63.69,58.94
P01887,D-025,I07,HydroBuild Co,2023-02-24,2024-06-18,2024-08-11,1770500,69.19,54,72.81,0.285,0,1,60.92,70.75,70.37
P01888,D-019,I04,RapidRelief Local,2021-09-07,2023-06-29,2023-09-25,861000,80.61,88,38.79,0.071,0,0,30.31,45.94,30.56
P01889,D-017,I08,CivicResilience NGO,2021-08-29,2023-03-22,2023-06-19,693600,83.36,89,59.12,0.084,0,0,52.14,60.66,60.43
P01890,D-033,I04,GreenWorks Alliance,2021-05-07,2023-02-26,2023-07-20,372900,80.19,144,49.98,0.072,0,0,53.66,42.21,52.77
P01891,D-002,I15,GreenWorks Alliance,2021-02-25,2022-04-21,2022-07-06,814200,58.41,76,63.19,0.426,0,1,51.81,61.53,56.93
P01892,D-061,I13,CommunityFirst,2023-08-22,2025-04-13,2025-06-17,1757000,67.35,65,85.87,0.346,0,1,76.84,89.45,78.94
P01893,D-041,I12,HeatSafe Partners,2023-05-03,2024-08-25,2024-10-28,786400,71.04,64,79.04,0.355,0,1,42.06,78.9,67.8
P01894,D-041,I02,CommunityFirst,2023-10-16,2024-12-09,2025-02-13,1846200,65.91,66,87.17,0.282,0,1,55.55,81.48,63.15
P01895,D-046,I17,Delta Engineering,2022-01-18,2023-06-12,2023-08-09,2057300,80.1,58,75.65,0.299,0,1,51.28,67.8,69.2
P01896,D-014,I05,BlueRiver Implementers,2022-09-13,2024-07-04,2024-10-06,730100,57.49,94,78.75,0.379,0,1,76.18,81.21,79.86
P01897,d080,I08,GreenWorks Alliance,2021-08-05,2023-02-26,2023-06-22,523300,91.68,116,57.62,0.16,0,0,34.84,57.41,53.97
P01898,D-069,I14,BlueRiver Implementers,2022-06-19,2024-03-10,2024-06-24,1164500,57.88,106,64.25,0.4,0,1,64.05,59.61,70.11
P01899,D-037,I10,CommunityFirst,2023-07-24,2024-08-17,2024-09-17,296900,61.49,31,73.23,0.325,1,1,66.16,75.26,64.45
P01900,D-102,I06,RapidRelief Local,2021-03-05,2022-09-26,2023-01-28,690400,96.9,124,59.71,0.228,0,0,52.56,55.8,60.71
P01901,D-033,I09,CommunityFirst,2023-06-21,2025-04-11,2025-07-24,693400,77.66,104,71.56,0.45,0,1,56.32,79.46,59.66
P01902,D-042,I16,CommunityFirst,2022-07-23,2024-01-14,2024-04-15,1075300,71.34,92,63.46,0.324,0,1,62.96,68.85,58.34
P01903,D-055,I11,CivicResilience NGO,2021-05-14,2022-07-08,2022-09-27,945700,65.35,81,67.38,0.323,0,1,55.71,75.17,64.68
P01904,D-091,I13,CivicResilience NGO,2022-09-09,2024-05-01,2024-08-29,1133000,56.24,120,55.4,0.073,0,0,47.11,66.47,41.72
P01905,D-082,I05,HeatSafe Partners,2023-09-18,2025-07-09,2025-09-13,280300,72.29,66,69.01,0.386,0,1,53.91,68.59,67.9
P01906,D-061,I04,RapidRelief Local,2023-02-22,2024-12-13,2025-03-22,918000,70.56,99,42.16,0.066,0,0,28.22,42.7,34.07
P01907,D-070,I14,CommunityFirst,2021-06-15,2023-03-07,2023-06-30,1469200,58.24,115,65.37,0.403,0,1,62.44,68.94,61.73
P01908,D-068,I06,RapidRelief Local,2021-06-17,2023-01-08,2023-04-19,1025900,79.24,101,51.31,0.168,0,0,41.8,51.21,38.25
P01909,D-078,I12,SunBuild Initiative,2022-11-04,2024-02-27,2024-04-16,1278900,74.21,49,61.9,0.234,0,1,41.42,56.73,61.23
P01910,D-086,I14,CommunityFirst,2023-08-25,2025-05-16,2025-07-26,1099300,64.97,71,63.68,0.35,0,1,67.33,60.75,65.13
P01911,D-036,I18,SunBuild Initiative,2023-02-02,2024-09-24,2025-02-20,1183300,74.1,149,33.21,0.088,0,0,42.32,39.84,43.29
P01912,D-099,I01,BlueRiver Implementers,2022-09-07,2023-10-02,2024-01-05,929700,88.22,95,61.38,0.22,0,1,28.53,56.05,52.02
P01913,D-002,I16,Delta Engineering,2021-07-01,2022-12-23,2023-03-22,632600,61.15,89,69.56,0.204,0,1,40.04,75.08,50.34
P01914,D-056,I18,InfraTrust Consortium,2021-03-09,2022-10-30,2023-02-20,1047400,68.05,113,57.51,0.14,0,0,70.08,59.25,66.82
P01915,D-063,I13,HydroBuild Co,2021-01-04,2022-08-27,2022-12-13,2257400,80.12,108,76.21,0.215,0,1,45.19,70.76,62.79
P01916,D-017,I15,GreenWorks Alliance,2022-04-30,2023-06-24,2023-09-06,947100,88.52,74,65.17,0.393,0,1,56.02,63.65,57.08
P01917,D-074,I04,SunBuild Initiative,2021-09-05,2023-06-27,2023-11-18,715500,89.45,144,52.55,0.047,0,0,54.4,57.26,55.0
P01918,D-043,I08,CivicResilience NGO,2021-04-14,2022-11-05,2023-02-19,451600,69.3,106,52.56,0.099,0,0,60.38,51.44,58.09
P01919,D-084,I15,RapidRelief Local,2023-01-10,2024-03-05,2024-04-24,1127100,61.52,50,64.25,0.416,0,1,46.15,62.19,63.29
P01920,D-048,I04,InfraTrust Consortium,2022-09-21,2024-07-12,2024-10-09,889000,81.42,89,74.16,0.285,0,1,65.26,72.56,66.93
P01921,D-064,I15,CivicResilience NGO,2023-10-05,2024-11-28,2025-01-22,829900,58.75,55,65.62,0.366,0,1,52.5,63.62,62.31
P01922,D-106,I05,HydroBuild Co,2021-08-22,2023-06-13,2023-09-20,514000,69.34,99,59.58,0.151,0,0,47.07,60.65,66.49
P01923,D-051,I05,Delta Engineering,2022-07-21,2024-05-11,2024-07-28,484800,49.03,78,66.26,0.335,0,1,53.65,67.02,56.56
P01924,D-060,I16,GreenWorks Alliance,2022-04-29,2023-10-21,2024-03-04,851500,62.75,135,46.46,0.138,0,0,51.7,43.75,45.61
P01925,D-052,I03,CivicResilience NGO,2021-01-27,2022-11-18,2023-02-08,850200,65.16,82,38.48,0.112,0,0,63.34,38.57,49.07
P01926,D-062,I12,CivicResilience NGO,2022-07-16,2023-11-08,2023-12-17,1415200,58.3,39,68.23,0.402,1,1,63.58,67.15,71.85
P01927,D-022,I01,HydroBuild Co,2022-08-06,2023-08-31,2023-10-29,503600,75.0,59,58.23,0.092,0,0,59.31,53.83,66.19
P01928,D-062,I10,CivicResilience NGO,2021-01-14,2022-02-08,2022-03-27,419900,49.44,47,74.79,0.241,0,1,52.79,76.15,70.87
P01929,D-088,I14,HeatSafe Partners,2021-08-07,2023-04-29,2023-08-18,1473500,85.52,111,57.96,0.11,0,0,35.69,53.39,43.43
P01930,D-103,I07,HeatSafe Partners,2021-04-24,2022-08-17,2022-12-02,1319600,81.6,107,68.86,0.298,0,1,62.6,67.19,58.33
P01931,D-114,I11,CivicResilience NGO,2022-05-21,2023-07-15,2023-10-11,901800,57.13,88,65.64,0.36,0,1,54.13,72.18,60.9
P01932,D-094,I15,HydroBuild Co,2022-02-09,2023-04-05,2023-05-19,1164100,69.37,44,68.17,0.446,1,1,69.43,67.29,65.06
P01933,D-036,I01,CivicResilience NGO,2023-03-31,2024-04-24,2024-06-15,1709200,91.05,52,63.54,0.216,0,1,53.96,62.99,55.76
P01934,D-068,I02,CommunityFirst,2022-07-19,2023-09-12,2023-11-25,2561900,73.24,74,77.93,0.334,0,1,78.81,73.71,77.45
P01935,D-044,I09,RapidRelief Local,2022-04-03,2024-01-23,2024-06-13,1133400,86.45,142,43.87,0.146,0,0,62.97,43.5,55.89
P01936,D-037,I11,BlueRiver Implementers,2021-07-05,2022-08-29,2022-11-19,491300,63.5,82,64.17,0.377,0,1,61.73,64.49,75.76
P01937,D-115,I11,Delta Engineering,2023-03-22,2024-05-15,2024-09-05,629200,69.37,113,59.64,0.139,0,0,68.6,62.19,68.64
P01938,D-008,I07,GreenWorks Alliance,2023-09-20,2025-01-12,2025-04-05,1540300,88.01,83,65.96,0.31,0,1,60.2,69.05,51.72
P01939,D-051,I10,InfraTrust Consortium,2023-09-28,2024-10-22,2024-12-05,481900,50.29,44,84.79,0.302,1,1,69.09,82.82,85.27
P01940,D-058,I08,GreenWorks Alliance,2022-12-06,2024-06-28,2024-10-06,663900,72.13,100,48.66,0.138,0,0,42.98,47.27,42.43
P01941,D-056,I03,BlueRiver Implementers,2021-09-21,2023-07-13,2023-11-01,739500,70.97,111,56.09,0.206,0,0,47.5,62.64,45.48
P01942,D-113,I18,BlueRiver Implementers,2023-05-28,2025-01-17,2025-05-20,982400,76.6,123,74.69,0.396,0,1,54.97,78.52,71.27
