district_code,month,flood_index,heat_index,rainfall_anomaly_z,temp_anomaly_z,ndvi,flood_events_count,heatwave_days
D-098,2022-07,49.74,92.16,0.006,0.614,0.343,3,8
D-098,2022-08,39.33,82.82,-0.093,1.33,0.359,0,0
D-098,2022-09,41.46,77.98,-0.631,1.394,0.4,0,0
D-098,2022-10,48.86,59.47,-0.662,-0.247,0.5,2,4
D-098,2022-11,49.5,58.97,0.522,-0.217,0.462,0,1
D-098,2022-12,53.58,60.14,0.445,1.21,0.404,3,2
D-098,2023-01,71.81,63.34,1.021,0.293,0.448,4,6
D-098,2023-02,70.72,68.55,1.472,0.961,0.402,3,7
D-098,2023-03,74.65,82.96,0.84,1.728,0.318,6,5
D-098,2023-04,64.67,89.89,2.359,2.053,0.316,1,4
D-098,2023-05,66.02,98.18,1.885,1.578,0.371,2,7
D-098,2023-06,55.49,98.31,1.107,0.572,0.33,2,3
D-098,2023-07,52.2,96.67,0.409,1.885,0.347,2,4
D-098,2023-08,30.97,90.61,-0.685,0.961,0.383,2,4
D-098,2023-09,39.19,80.5,-0.282,1.752,0.42,1,9
D-098,2023-10,37.79,68.03,-0.049,-0.322,0.375,0,3
D-098,2023-11,44.79,64.46,0.841,1.107,0.477,2,4
D-098,2023-12,57.54,63.68,2.117,1.357,0.386,3,1
D-098,2024-01,59.95,66.68,0.521,0.526,0.422,1,3
D-098,2024-02,68.54,68.66,1.838,1.562,0.438,3,4
D-098,2024-03,66.95,84.76,1.766,1.505,0.375,1,6
D-098,2024-04,66.34,100.0,1.656,1.741,0.257,1,9
D-098,2024-05,64.84,100.0,2.275,1.392,0.306,2,10
D-098,2024-06,46.44,100.0,0.146,1.697,0.347,1,1
D-098,2024-07,41.92,98.66,-0.193,2.065,0.291,3,7
D-098,2024-08,31.11,94.32,-0.496,2.05,0.328,0,6
D-098,2024-09,29.42,88.08,-1.427,1.511,0.384,1,4
D-098,2024-10,25.09,82.82,-0.33,1.245,0.408,0,2
D-098,2024-11,41.41,77.94,-0.165,-0.207,0.371,1,2
D-098,2024-12,50.91,75.16,0.737,2.716,0.353,0,4
D-099,2021-01,80.12,44.45,1.596,-0.664,0.46,4,5
D-099,2021-02,86.32,52.47,1.943,0.044,0.532,2,0
D-099,2021-03,94.82,63.27,3.0,0.914,0.414,2,2
D-099,2021-04,97.01,72.86,1.983,0.237,0.339,3,2
D-099,2021-05,81.28,79.67,2.376,1.256,0.358,2,2
D-099,2021-06,71.76,80.65,0.972,1.884,0.371,0,4
D-099,2021-07,59.23,86.72,0.977,1.124,0.359,1,7
D-099,2021-08,50.25,65.61,-0.332,1.223,0.459,2,2
D-099,2021-09,51.58,58.91,1.18,2.193,0.525,1,5
D-099,2021-10,53.34,44.44,1.345,0.853,0.471,1,2
D-099,2021-11,62.23,38.98,1.096,-0.01,0.547,3,2
D-099,2021-12,76.95,45.63,2.631,-0.23,0.48,6,3
D-099,2022-01,82.89,41.54,2.33,0.15,0.537,3,3
D-099,2022-02,82.2,46.52,1.37,0.749,0.416,0,2
D-099,2022-03,90.57,59.85,2.032,0.4,0.39,3,1
D-099,2022-04,89.73,72.91,0.994,0.566,0.375,1,6
D-099,2022-05,73.17,79.59,1.783,0.795,0.422,2,3
D-099,2022-06,67.53,88.08,0.851,2.694,0.358,2,5
D-099,2022-07,65.23,74.5,-0.961,1.257,0.458,1,7
D-099,2022-08,64.38,69.14,0.446,0.805,0.429,0,2
D-099,2022-09,56.93,65.1,0.573,0.455,0.483,2,0
D-099,2022-10,56.33,54.84,0.427,0.307,0.474,1,1
D-099,2022-11,70.11,39.84,1.5,0.107,0.51,1,3
D-099,2022-12,81.21,43.17,1.871,0.075,0.484,2,0
D-099,2023-01,90.37,38.47,2.74,-0.297,0.462,4,5
D-099,2023-02,100.0,48.2,2.629,-0.741,0.46,0,3
D-099,2023-03,93.83,57.64,1.925,0.074,0.42,3,5
D-099,2023-04,94.79,70.11,0.951,-0.011,0.391,3,6
D-099,2023-05,88.63,89.45,2.114,1.835,0.284,1,7
D-099,2023-06,83.86,91.03,0.98,2.2,0.378,1,6
D-099,2023-07,76.66,82.62,0.478,1.161,0.381,2,6
D-099,2023-08,66.91,70.63,1.306,0.652,0.427,1,2
D-099,2023-09,59.92,60.31,1.243,0.057,0.496,1,3
D-099,2023-10,56.04,45.73,0.852,0.608,0.547,1,0
D-099,2023-11,75.83,39.7,1.936,0.481,0.469,3,1
D-099,2023-12,81.53,48.68,2.082,-1.375,0.44,3,1
D-099,2024-01,93.47,49.87,2.294,0.194,0.455,2,1
D-099,2024-02,93.79,52.55,3.0,-1.237,0.427,2,1
D-099,2024-03,98.35,62.84,3.0,0.898,0.438,4,3
D-099,2024-04,100.0,73.99,1.62,1.437,0.384,2,7
D-099,2024-05,94.88,87.3,1.56,1.688,0.322,3,3
D-099,2024-06,78.08,91.18,3.0,2.086,0.357,1,8
D-099,2024-07,60.45,90.17,0.99,1.245,0.365,1,2
D-099,2024-08,69.18,83.34,0.471,0.688,0.403,1,5
D-099,2024-09,63.6,73.44,2.088,1.417,0.413,1,2
D-099,2024-10,68.67,59.6,0.652,-0.268,0.428,1,3
D-099,2024-11,66.15,51.15,2.191,1.008,0.459,1,2
D-099,2024-12,74.62,49.74,1.201,0.929,0.464,3,3
D-100,2021-01,52.04,56.48,0.6,-0.424,0.429,2,4
D-100,2021-02,62.19,63.49,-0.258,1.092,0.449,1,2
D-100,2021-03,62.47,78.51,0.202,1.619,0.367,0,4
D-100,2021-04,66.13,89.08,1.016,1.121,0.279,1,6
D-100,2021-05,57.61,85.77,-0.78,1.773,0.381,3,7
D-100,2021-06,54.38,88.49,1.898,0.788,0.323,2,7
D-100,2021-07,34.86,87.96,-0.392,2.054,0.381,2,2
D-100,2021-08,20.56,73.49,-0.807,1.516,0.402,0,0
D-100,2021-09,26.03,66.91,-0.938,1.169,0.39,0,7
D-100,2021-10,32.54,57.4,-1.455,0.422,0.514,2,1
D-100,2021-11,35.62,41.79,0.073,-0.377,0.519,1,4
D-100,2021-12,32.08,40.69,-1.342,0.148,0.494,0,4
D-100,2022-01,42.23,46.34,0.066,-0.274,0.524,3,0
D-100,2022-02,48.8,47.96,0.581,0.503,0.501,1,3
D-100,2022-03,59.0,64.77,0.552,1.705,0.41,1,7
D-100,2022-04,64.85,79.89,0.962,0.795,0.406,3,8
D-100,2022-05,60.97,91.32,0.661,1.023,0.3,2,7
D-100,2022-06,47.71,89.89,0.386,1.145,0.378,2,7
D-100,2022-07,42.39,91.0,-0.188,2.232,0.305,1,2
D-100,2022-08,36.48,78.54,1.354,1.175,0.377,1,3
D-100,2022-09,27.71,74.47,-0.741,1.093,0.374,0,9
D-100,2022-10,25.18,57.99,0.179,1.09,0.465,1,9
D-100,2022-11,30.83,53.47,0.728,0.519,0.492,2,1
D-100,2022-12,35.69,45.55,-0.95,-0.784,0.502,2,2
D-100,2023-01,50.52,49.99,0.277,-0.355,0.498,0,4
D-100,2023-02,64.57,66.73,0.861,0.306,0.412,3,5
D-100,2023-03,65.63,69.3,0.329,1.619,0.429,0,2
D-100,2023-04,66.57,83.39,-0.043,0.364,0.349,4,2
D-100,2023-05,49.54,89.59,0.662,0.278,0.376,2,4
D-100,2023-06,42.26,92.21,0.366,2.984,0.282,3,2
D-100,2023-07,23.19,84.46,-0.258,0.384,0.384,0,7
D-100,2023-08,18.41,75.35,0.352,0.86,0.429,0,2
D-100,2023-09,21.19,61.91,-0.746,-0.163,0.446,0,3
D-100,2023-10,24.12,57.62,-1.442,0.045,0.508,0,4
D-100,2023-11,31.97,51.61,-0.776,-0.09,0.568,3,0
D-100,2023-12,35.49,60.09,0.921,-0.961,0.47,1,5
D-100,2024-01,41.63,59.86,0.014,0.094,0.487,2,4
D-100,2024-02,58.26,57.56,-1.059,1.003,0.478,0,1
D-100,2024-03,60.41,82.56,0.75,1.903,0.362,3,5
D-100,2024-04,60.67,92.44,1.22,1.694,0.331,3,4
D-100,2024-05,53.8,100.0,1.184,1.521,0.328,2,8
D-100,2024-06,44.32,100.0,-0.127,1.67,0.371,1,10
D-100,2024-07,35.73,98.42,-0.739,1.465,0.368,0,6
D-100,2024-08,34.04,91.04,0.26,0.865,0.353,1,6
D-100,2024-09,27.38,80.76,0.677,2.52,0.387,0,2
D-100,2024-10,38.27,69.49,0.992,1.374,0.448,1,2
D-100,2024-11,48.35,65.32,0.861,0.818,0.436,1,3
D-100,2024-12,52.63,64.0,0.339,0.397,0.401,1,1
D-101,2021-01,72.1,57.96,0.671,-0.261,0.434,2,1
D-101,2021-02,83.5,62.67,1.321,0.533,0.433,6,3
D-101,2021-03,85.33,77.56,1.125,1.93,0.383,2,5
D-101,2021-04,77.05,85.28,0.142,1.395,0.323,0,3
D-101,2021-05,72.61,85.61,2.491,1.376,0.345,2,2
D-101,2021-06,68.17,83.7,1.269,1.646,0.41,1,4
D-101,2021-07,47.71,79.53,0.676,2.186,0.365,2,5
D-101,2021-08,38.34,76.24,-0.327,1.427,0.37,2,4
D-101,2021-09,32.84,62.61,0.207,0.719,0.496,2,3
D-101,2021-10,37.87,54.54,0.081,1.214,0.496,1,4
D-101,2021-11,45.92,47.37,0.025,-0.813,0.495,1,3
D-101,2021-12,52.28,41.92,0.269,-0.415,0.515,0,0
D-101,2022-01,69.7,46.37,1.534,-1.741,0.43,2,2
D-101,2022-02,70.46,59.01,0.589,2.546,0.403,1,2
D-101,2022-03,75.51,66.42,3.0,0.254,0.459,1,3
D-101,2022-04,87.45,81.68,1.952,3.0,0.314,3,3
D-101,2022-05,75.72,87.64,1.905,1.494,0.343,3,1
D-101,2022-06,56.26,84.18,-0.244,2.352,0.353,3,5
D-101,2022-07,48.9,77.05,0.636,0.674,0.391,0,2
D-101,2022-08,43.0,73.07,0.156,1.065,0.406,0,3
D-101,2022-09,36.08,61.77,0.188,0.197,0.402,0,1
D-101,2022-10,36.6,47.0,0.309,-0.227,0.474,2,2
D-101,2022-11,54.32,43.72,0.722,1.132,0.523,1,2
D-101,2022-12,61.55,41.63,1.262,-0.107,0.576,2,1
D-101,2023-01,72.23,43.44,0.244,0.35,0.518,1,2
D-101,2023-02,76.24,60.1,2.765,1.583,0.441,1,2
D-101,2023-03,85.48,65.1,1.652,1.177,0.426,1,3
D-101,2023-04,79.56,74.95,3.0,1.613,0.369,1,7
D-101,2023-05,69.55,88.35,0.561,2.051,0.344,2,3
D-101,2023-06,60.12,91.1,1.838,1.849,0.323,5,6
D-101,2023-07,48.66,82.84,0.724,1.192,0.344,0,4
D-101,2023-08,37.85,74.69,-1.994,0.515,0.418,0,5
D-101,2023-09,38.21,60.45,-0.131,-0.431,0.504,2,2
D-101,2023-10,40.07,55.21,0.683,-0.335,0.517,2,2
D-101,2023-11,53.68,52.56,0.675,0.294,0.488,3,3
D-101,2023-12,68.67,43.6,0.793,-0.504,0.517,1,4
D-101,2024-01,70.44,47.5,2.202,0.698,0.462,3,3
D-101,2024-02,72.83,50.66,1.498,0.859,0.424,2,2
D-101,2024-03,80.75,71.43,1.603,0.743,0.428,1,4
D-101,2024-04,86.59,85.09,2.923,1.147,0.333,2,2
D-101,2024-05,80.26,89.28,1.012,2.217,0.316,0,4
D-101,2024-06,59.16,94.8,1.515,1.084,0.308,1,4
D-101,2024-07,55.07,76.74,2.25,0.834,0.326,0,2
D-101,2024-08,52.03,71.65,1.418,0.816,0.45,2,6
D-101,2024-09,47.0,56.35,-0.731,0.629,0.453,1,2
D-101,2024-10,53.43,51.87,0.363,1.839,0.474,0,1
D-101,2024-11,55.99,48.32,1.784,-1.681,0.503,2,3
D-101,2024-12,66.55,50.36,0.452,1.014,0.539,0,0
D-102,2021-01,72.78,70.27,2.137,1.11,0.392,0,1
D-102,2021-02,78.04,69.64,0.903,1.157,0.363,1,5
D-102,2021-03,83.58,87.62,1.649,2.15,0.359,3,3
D-102,2021-04,73.52,98.21,1.415,0.88,0.28,4,8
D-102,2021-05,75.27,100.0,2.636,2.994,0.317,0,5
D-102,2021-06,63.34,99.36,1.518,1.764,0.321,1,5
D-102,2021-07,54.66,93.73,-0.178,0.966,0.321,2,1
D-102,2021-08,48.51,88.08,0.225,0.961,0.36,0,10
D-102,2021-09,35.71,81.72,-1.181,0.361,0.414,1,4
D-102,2021-10,39.21,69.92,-1.576,1.276,0.415,1,3
D-102,2021-11,48.06,65.18,1.296,0.126,0.385,2,1
D-102,2021-12,57.8,60.68,0.24,0.553,0.443,1,0
D-102,2022-01,70.57,54.44,1.341,0.367,0.457,4,5
D-102,2022-02,77.06,67.57,1.166,0.877,0.379,4,5
D-102,2022-03,80.88,83.08,3.0,0.184,0.329,1,4
D-102,2022-04,74.48,91.53,2.021,2.208,0.341,0,9
D-102,2022-05,69.48,100.0,1.068,1.789,0.3,2,5
D-102,2022-06,58.01,100.0,-0.67,2.607,0.358,4,7
D-102,2022-07,52.04,98.61,0.406,2.621,0.334,0,7
D-102,2022-08,34.38,88.29,0.148,1.445,0.337,1,5
D-102,2022-09,33.91,73.88,0.002,1.784,0.477,4,4
D-102,2022-10,39.1,65.77,-0.575,1.097,0.453,0,4
D-102,2022-11,39.68,57.87,0.327,0.282,0.501,1,3
D-102,2022-12,55.81,59.86,0.304,1.901,0.471,0,3
D-102,2023-01,67.86,60.59,2.144,0.259,0.441,0,4
D-102,2023-02,85.63,69.02,1.075,-0.014,0.371,2,5
D-102,2023-03,84.32,76.92,1.216,3.0,0.287,3,7
D-102,2023-04,81.74,95.64,0.742,1.924,0.3,4,4
D-102,2023-05,79.17,100.0,1.931,1.749,0.303,1,6
D-102,2023-06,64.87,100.0,1.767,0.97,0.299,1,7
D-102,2023-07,47.08,100.0,-0.377,1.034,0.283,1,9
D-102,2023-08,46.85,91.93,-0.439,1.981,0.36,0,9
D-102,2023-09,41.02,80.81,0.148,0.569,0.396,0,1
D-102,2023-10,48.9,69.22,-0.127,0.781,0.444,3,7
D-102,2023-11,46.0,61.17,0.209,0.608,0.457,0,8
D-102,2023-12,50.33,55.46,-0.565,0.473,0.451,0,4
D-102,2024-01,60.89,69.88,-0.026,2.26,0.399,1,5
D-102,2024-02,72.81,80.35,1.534,1.316,0.354,1,2
D-102,2024-03,71.65,85.49,2.393,1.624,0.305,2,6
D-102,2024-04,70.56,94.24,2.19,2.328,0.293,3,6
D-102,2024-05,74.71,100.0,0.447,1.927,0.301,1,4
D-102,2024-06,69.46,100.0,0.419,2.811,0.26,0,5
D-102,2024-07,55.51,100.0,-0.171,3.0,0.353,3,11
D-102,2024-08,54.47,97.23,0.104,1.283,0.347,1,3
D-102,2024-09,54.33,88.35,0.75,2.326,0.358,1,2
D-102,2024-10,53.92,72.43,1.904,-0.434,0.417,0,2
D-102,2024-11,61.74,76.12,0.251,2.263,0.387,0,3
D-102,2024-12,67.9,75.2,1.258,0.868,0.383,2,4
D-103,2021-01,56.44,68.38,0.695,0.846,0.428,0,3
D-103,2021-02,62.45,68.09,-0.211,0.978,0.422,0,8
D-103,2021-03,67.67,79.43,1.829,0.599,0.338,0,4
D-103,2021-04,69.55,86.7,1.417,1.425,0.341,3,7
D-103,2021-05,68.31,97.58,0.142,2.265,0.37,0,4
D-103,2021-06,46.3,91.26,0.303,2.519,0.341,1,6
D-103,2021-07,44.44,80.67,0.683,0.459,0.384,1,10
D-103,2021-08,34.86,76.84,0.541,1.103,0.445,1,3
D-103,2021-09,29.88,66.32,-0.106,0.149,0.444,0,5
D-103,2021-10,32.5,62.37,0.202,1.047,0.433,0,3
D-103,2021-11,44.76,51.0,0.092,0.108,0.475,0,7
D-103,2021-12,58.49,64.36,1.111,0.484,0.397,2,3
D-103,2022-01,54.82,68.27,-0.25,0.506,0.468,0,2
D-103,2022-02,67.0,73.87,2.159,0.762,0.363,0,4
D-103,2022-03,84.2,83.85,0.699,1.937,0.333,2,8
D-103,2022-04,71.39,83.63,0.279,2.487,0.351,3,10
D-103,2022-05,60.72,90.26,0.95,1.929,0.347,0,5
D-103,2022-06,53.01,93.48,0.557,2.334,0.374,3,3
D-103,2022-07,45.99,90.94,0.227,1.86,0.319,0,8
D-103,2022-08,37.0,87.04,-1.002,1.658,0.347,1,5
D-103,2022-09,33.58,82.01,-0.7,1.702,0.346,1,7
D-103,2022-10,42.71,68.11,0.396,-0.057,0.492,0,4
D-103,2022-11,52.55,60.84,0.29,0.589,0.457,1,4
D-103,2022-12,52.21,69.13,0.9,-0.6,0.443,2,3
D-103,2023-01,70.35,68.5,0.597,0.972,0.414,1,6
D-103,2023-02,67.11,69.28,0.832,0.613,0.403,4,4
D-103,2023-03,67.36,81.21,0.103,1.813,0.377,1,5
D-103,2023-04,66.71,90.39,1.009,1.638,0.295,3,5
D-103,2023-05,64.13,99.06,0.598,2.04,0.266,3,8
D-103,2023-06,53.44,90.1,1.777,1.544,0.382,3,7
D-103,2023-07,43.93,100.0,-0.677,1.694,0.262,3,6
D-103,2023-08,28.86,83.28,-0.136,1.119,0.394,1,6
D-103,2023-09,28.76,63.18,-0.179,0.957,0.464,0,5
D-103,2023-10,32.62,54.74,-0.135,-0.757,0.445,1,3
D-103,2023-11,35.12,53.78,-0.651,1.23,0.482,1,2
D-103,2023-12,53.72,57.22,-0.349,0.829,0.488,0,3
D-103,2024-01,66.06,66.21,0.226,0.078,0.407,2,5
D-103,2024-02,67.3,83.4,0.726,1.273,0.383,0,4
D-103,2024-03,72.2,84.15,1.991,3.0,0.32,1,6
D-103,2024-04,72.08,92.4,0.318,2.118,0.294,1,6
D-103,2024-05,75.35,98.45,1.409,2.446,0.293,1,9
D-103,2024-06,68.09,100.0,2.222,2.022,0.301,2,6
D-103,2024-07,48.42,96.56,0.441,2.306,0.315,3,4
D-103,2024-08,35.6,93.45,1.275,2.001,0.343,1,7
D-103,2024-09,17.15,79.98,-0.68,1.107,0.421,0,7
D-103,2024-10,38.68,76.12,0.669,1.413,0.416,1,4
D-103,2024-11,52.84,64.58,-0.879,0.868,0.425,0,5
D-103,2024-12,68.55,68.11,0.443,-0.048,0.433,3,7
D-104,2021-01,74.27,32.03,1.866,-0.806,0.5,0,3
D-104,2021-02,79.45,31.6,2.223,-0.756,0.564,2,1
D-104,2021-03,79.92,39.44,2.769,-1.097,0.515,1,3
D-104,2021-04,66.47,54.09,0.31,0.225,0.448,2,5
D-104,2021-05,72.04,55.4,1.783,0.358,0.407,1,5
D-104,2021-06,64.4,47.67,0.012,0.514,0.463,0,5
D-104,2021-07,56.32,45.89,1.825,-0.988,0.469,0,2
D-104,2021-08,42.67,42.43,-0.385,-0.219,0.467,2,2
D-104,2021-09,39.94,29.44,-1.541,0.159,0.523,1,2
D-104,2021-10,39.3,20.41,-0.369,-1.817,0.595,0,3
D-104,2021-11,51.92,18.65,0.845,-1.055,0.57,0,1
D-104,2021-12,60.21,14.7,0.748,-0.793,0.622,0,0
D-104,2022-01,68.82,20.05,1.848,-1.033,0.589,4,1
D-104,2022-02,80.36,35.19,2.007,-0.74,0.545,1,2
D-104,2022-03,82.87,43.75,2.739,-0.159,0.468,4,1
D-104,2022-04,77.75,66.66,0.638,-1.268,0.402,0,5
D-104,2022-05,79.8,73.09,1.618,1.94,0.413,0,4
D-104,2022-06,62.35,62.17,0.793,0.411,0.433,1,3
D-104,2022-07,62.01,51.23,0.69,0.127,0.478,1,2
D-104,2022-08,56.6,40.75,-0.406,0.652,0.525,1,3
D-104,2022-09,39.39,36.98,0.011,-1.662,0.547,1,0
D-104,2022-10,48.37,31.15,1.106,0.07,0.526,0,6
D-104,2022-11,60.61,31.05,0.347,-0.147,0.574,3,4
D-104,2022-12,72.86,22.66,1.619,-1.305,0.58,2,0
D-104,2023-01,79.24,30.28,1.699,0.209,0.503,0,2
D-104,2023-02,87.19,38.09,2.431,-1.057,0.5,2,1
D-104,2023-03,84.13,48.87,1.174,-0.615,0.439,5,2
D-104,2023-04,91.22,50.27,-0.065,-0.182,0.485,1,3
D-104,2023-05,89.09,59.17,3.0,-0.147,0.421,0,5
D-104,2023-06,68.8,66.51,2.2,2.539,0.413,1,5
D-104,2023-07,55.46,58.91,0.03,-0.27,0.454,1,4
D-104,2023-08,50.7,55.7,1.709,0.569,0.457,2,4
D-104,2023-09,45.82,36.66,0.253,-0.801,0.565,3,0
D-104,2023-10,40.31,37.35,-0.05,0.378,0.557,0,3
D-104,2023-11,54.6,21.63,1.709,0.09,0.579,1,1
D-104,2023-12,65.33,13.89,0.417,-0.366,0.52,3,0
D-104,2024-01,72.44,19.2,0.947,-1.175,0.535,1,2
D-104,2024-02,74.06,32.31,1.413,-0.718,0.51,2,1
D-104,2024-03,88.1,39.59,2.19,-0.676,0.483,1,3
D-104,2024-04,90.88,58.3,3.0,-0.783,0.453,1,3
D-104,2024-05,78.58,67.06,2.708,0.528,0.418,2,4
D-104,2024-06,71.91,74.78,0.943,1.978,0.378,2,4
D-104,2024-07,59.34,65.79,-0.19,-0.191,0.474,3,3
D-104,2024-08,45.2,53.08,0.92,0.674,0.473,0,0
D-104,2024-09,38.2,47.01,-1.26,0.196,0.485,2,2
D-104,2024-10,40.3,41.54,-0.161,0.032,0.525,2,3
D-104,2024-11,54.71,33.34,0.939,0.241,0.508,2,1
D-104,2024-12,73.57,29.81,1.109,0.031,0.54,2,2
D-105,2021-01,51.6,35.21,0.513,-1.058,0.534,2,1
D-105,2021-02,59.96,39.44,0.956,-0.572,0.519,4,1
D-105,2021-03,66.5,41.84,1.534,0.722,0.515,1,1
D-105,2021-04,63.18,58.25,0.288,-0.125,0.437,2,3
D-105,2021-05,53.11,72.26,0.55,1.209,0.41,0,1
D-105,2021-06,43.27,69.77,-0.482,0.794,0.471,2,5
D-105,2021-07,31.08,66.72,-1.077,0.848,0.47,2,2
D-105,2021-08,35.52,69.22,0.632,0.825,0.419,0,4
D-105,2021-09,29.01,52.97,-0.882,0.324,0.519,1,3
D-105,2021-10,24.37,37.32,0.212,-0.965,0.559,0,2
D-105,2021-11,32.9,39.6,-0.991,0.675,0.497,2,2
D-105,2021-12,37.63,40.77,1.542,-0.614,0.562,1,2
D-105,2022-01,45.8,37.92,-1.132,-0.15,0.552,0,2
D-105,2022-02,53.82,44.15,1.332,1.477,0.484,3,3
D-105,2022-03,64.76,55.26,1.562,1.029,0.437,0,2
D-105,2022-04,53.06,69.65,-1.234,1.209,0.381,3,2
D-105,2022-05,63.56,77.73,0.441,0.847,0.367,1,1
D-105,2022-06,50.59,85.38,0.892,1.692,0.35,2,2
D-105,2022-07,39.4,76.52,0.105,1.4,0.406,2,5
D-105,2022-08,29.04,59.29,-1.101,0.827,0.502,1,2
D-105,2022-09,28.95,47.08,0.278,0.986,0.514,0,6
D-105,2022-10,27.11,40.71,0.484,-1.005,0.551,1,3
D-105,2022-11,35.04,38.19,-0.479,0.003,0.499,3,2
D-105,2022-12,55.16,18.53,0.336,-0.606,0.581,2,0
D-105,2023-01,62.12,30.56,1.845,-0.563,0.57,2,2
D-105,2023-02,62.75,43.35,1.131,0.297,0.488,2,0
D-105,2023-03,58.21,56.82,1.139,0.268,0.494,1,0
D-105,2023-04,57.05,61.28,1.652,0.684,0.465,2,2
D-105,2023-05,55.36,65.14,0.047,0.201,0.423,2,2
D-105,2023-06,43.54,66.97,-1.067,0.261,0.368,1,7
D-105,2023-07,36.23,64.66,0.142,1.148,0.458,0,2
D-105,2023-08,28.38,52.84,-0.314,0.724,0.457,0,1
D-105,2023-09,19.98,47.5,0.007,-0.13,0.53,0,1
D-105,2023-10,20.25,39.32,-0.412,-0.985,0.578,0,3
D-105,2023-11,25.05,27.68,0.09,-0.644,0.583,1,3
D-105,2023-12,34.84,25.73,-0.051,0.715,0.572,0,1
D-105,2024-01,47.08,25.99,0.601,0.604,0.574,1,3
D-105,2024-02,53.41,37.52,0.098,0.429,0.557,2,0
D-105,2024-03,60.1,48.39,1.657,-0.365,0.506,0,3
D-105,2024-04,61.23,67.59,1.072,0.427,0.395,1,4
D-105,2024-05,59.42,80.68,1.658,1.299,0.364,0,5
D-105,2024-06,54.77,82.87,0.761,1.978,0.361,1,4
D-105,2024-07,51.02,74.13,0.031,1.263,0.415,1,6
D-105,2024-08,34.5,68.13,0.64,1.03,0.449,0,3
D-105,2024-09,39.63,51.22,-0.449,-0.71,0.509,0,1
D-105,2024-10,40.33,40.28,0.887,0.878,0.539,1,2
D-105,2024-11,44.45,34.17,0.156,0.649,0.535,3,0
D-105,2024-12,48.41,29.31,-0.107,-1.707,0.561,1,1
D-106,2021-01,48.17,44.05,0.171,-0.173,0.524,0,1
D-106,2021-02,57.79,44.29,-0.601,-0.355,0.518,3,3
D-106,2021-03,58.11,52.42,-0.227,-1.371,0.494,2,3
D-106,2021-04,55.62,68.31,0.188,-0.4,0.433,0,3
D-106,2021-05,49.6,86.88,0.376,1.244,0.387,5,1
D-106,2021-06,50.23,87.1,0.172,1.942,0.335,0,6
D-106,2021-07,39.46,77.57,0.807,1.104,0.437,1,6
D-106,2021-08,27.1,72.49,1.103,0.602,0.411,0,5
D-106,2021-09,16.54,64.98,-1.657,0.483,0.468,2,0
D-106,2021-10,25.32,46.85,-1.181,0.258,0.493,0,2
D-106,2021-11,36.56,37.37,0.318,-0.81,0.525,2,2
D-106,2021-12,46.37,25.45,1.094,-0.81,0.573,2,1
D-106,2022-01,59.12,26.24,1.36,-1.341,0.545,0,1
D-106,2022-02,73.89,33.72,-0.924,0.002,0.514,4,0
D-106,2022-03,76.58,49.6,2.475,1.308,0.428,4,5
D-106,2022-04,74.34,58.26,1.097,0.137,0.396,0,5
D-106,2022-05,60.57,71.24,0.953,-0.336,0.393,1,6
D-106,2022-06,50.62,75.07,1.257,1.263,0.379,1,6
D-106,2022-07,46.24,78.44,0.532,2.452,0.405,0,5
D-106,2022-08,30.95,63.19,0.915,-0.646,0.45,0,9
D-106,2022-09,25.89,55.27,-0.873,0.422,0.442,0,2
D-106,2022-10,23.37,46.01,-1.311,0.511,0.457,1,3
D-106,2022-11,30.82,38.46,0.37,0.247,0.543,0,1
D-106,2022-12,28.93,36.57,-0.08,0.741,0.51,2,1
D-106,2023-01,48.91,48.8,-0.505,0.398,0.467,1,0
D-106,2023-02,59.05,47.55,-0.056,0.565,0.487,0,3
D-106,2023-03,61.19,63.62,0.202,1.661,0.428,2,3
D-106,2023-04,55.34,77.63,-0.467,0.515,0.365,1,4
D-106,2023-05,54.36,96.36,0.977,1.967,0.38,1,6
D-106,2023-06,37.86,93.69,-1.731,1.758,0.353,1,4
D-106,2023-07,32.67,89.5,0.452,2.105,0.372,1,5
D-106,2023-08,22.59,81.5,-1.29,0.82,0.409,1,4
D-106,2023-09,17.76,72.41,-1.565,3.0,0.443,0,4
D-106,2023-10,24.19,61.1,-0.578,0.547,0.493,0,3
D-106,2023-11,25.32,55.22,-0.345,0.919,0.555,0,0
D-106,2023-12,32.2,40.68,0.437,-0.237,0.581,1,1
D-106,2024-01,37.62,46.16,0.83,0.612,0.518,1,1
D-106,2024-02,46.84,49.44,1.342,-0.109,0.504,1,3
D-106,2024-03,53.44,63.53,1.44,0.509,0.472,2,2
D-106,2024-04,51.78,71.84,-0.028,0.827,0.396,1,5
D-106,2024-05,47.49,79.01,0.275,0.587,0.362,0,8
D-106,2024-06,44.56,83.79,1.183,1.036,0.373,1,8
D-106,2024-07,32.85,83.44,-1.831,0.017,0.39,0,6
D-106,2024-08,27.22,76.47,-1.457,0.942,0.375,2,2
D-106,2024-09,17.81,69.34,0.051,0.705,0.443,0,6
D-106,2024-10,16.13,55.07,-0.601,0.764,0.49,1,3
D-106,2024-11,22.06,48.22,-0.582,-0.869,0.537,1,2
D-106,2024-12,38.82,45.77,-0.046,0.789,0.554,1,0
D-107,2021-01,87.94,43.27,2.384,-0.449,0.502,4,3
D-107,2021-02,88.48,40.0,2.611,-1.364,0.509,2,3
