district_code,district_name,region,country,intervention_id,intervention_name,hazard_focus,cost,risk_reduction,impl_months,delivery_prob,predicted_on_time
D-095,District 095,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0058576642292041325,0
D-095,District 095,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.008108255371392233,0
D-095,District 095,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005429812686694295,0
D-095,District 095,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.02483957001888091,0
D-095,District 095,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.038350379402398126,0
D-095,District 095,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005314201316448038,0
D-095,District 095,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009288096533440303,0
D-095,District 095,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6818825817172132,1
D-095,District 095,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.050026484213778574,0
D-095,District 095,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.23938996325768624,0
D-095,District 095,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008423530613031447,0
D-095,District 095,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007009446132577371,0
D-095,District 095,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03732868237664147,0
D-095,District 095,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.008081012332780463,0
D-095,District 095,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04313712655717592,0
D-095,District 095,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.0061822233574935865,0
D-096,District 096,South,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07777127195681398,0
D-096,District 096,South,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3168244452841354,0
D-096,District 096,South,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008460055335664688,0
D-096,District 096,South,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011698752962109335,0
D-096,District 096,South,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.007843621421654571,0
D-096,District 096,South,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.035573312489311885,0
D-096,District 096,South,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05459558340614429,0
D-096,District 096,South,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.007677012037392586,0
D-096,District 096,South,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0013444142418887587,0
D-096,District 096,South,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7563299863737583,1
D-096,District 096,South,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07085326591523695,0
D-096,District 096,South,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.3130709906832983,0
D-096,District 096,South,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012151927982968085,0
D-096,District 096,South,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.01011833259386717,0
D-096,District 096,South,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0531650228842034,0
D-096,District 096,South,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011659587969631463,0
D-096,District 096,South,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.061280782397114035,0
D-096,District 096,South,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008927511851742691,0
D-097,District 097,South,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.08085716426388327,0
D-097,District 097,South,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.32604230044406535,0
D-097,District 097,South,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008822051019771236,0
D-097,District 097,South,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01219762388808675,0
D-097,District 097,South,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.008179458219364633,0
D-097,District 097,South,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03705209959592684,0
D-097,District 097,South,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05681854174279506,0
D-097,District 097,South,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.008005772758090073,0
D-097,District 097,South,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0014023707474992851,0
D-097,District 097,South,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7640343824848141,1
D-097,District 097,South,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07368659083733624,0
D-097,District 097,South,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.32223114922473045,0
D-097,District 097,South,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.012669875949388766,0
D-097,District 097,South,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.010550528977665896,0
D-097,District 097,South,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.05533314251389695,0
D-097,District 097,South,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.012156809323093517,0
D-097,District 097,South,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06375758372440805,0
D-097,District 097,South,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.00930932165007575,0
D-098,District 098,Central,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05514759760634971,0
D-098,District 098,Central,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2429822286122898,0
D-098,District 098,Central,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.005870673743026236,0
D-098,District 098,Central,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.008126222452781716,0
D-098,District 098,Central,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005441877169935826,0
D-098,District 098,Central,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0248936815412119,0
D-098,District 098,Central,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.038432763431873136,0
D-098,District 098,Central,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.005326010298756333,0
D-098,District 098,Central,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009308827328714406,0
D-098,District 098,Central,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.68236645280089,1
D-098,District 098,Central,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05013264317327243,0
D-098,District 098,Central,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2397965277952813,0
D-098,District 098,Central,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008442190366681857,0
D-098,District 098,Central,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007024995607446002,0
D-098,District 098,Central,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03740895698299636,0
D-098,District 098,Central,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.00809891953923731,0
D-098,District 098,Central,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04322933119649719,0
D-098,District 098,Central,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.006195949204763107,0
D-099,District 099,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.058887670521914744,0
D-099,District 099,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.2560095132243612,0
D-099,District 099,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0062910702957135675,0
D-099,District 099,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.00870672332350308,0
D-099,District 099,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005831747901698696,0
D-099,District 099,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.026639804086838303,0
D-099,District 099,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.041088543627391706,0
D-099,District 099,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0057076276542590045,0
D-099,District 099,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009978979431492078,0
D-099,District 099,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6972535078813941,1
D-099,District 099,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.05355188189303683,0
D-099,District 099,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2527100303094527,0
D-099,District 099,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009045056735870891,0
D-099,District 099,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007527426782689186,0
D-099,District 099,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.039996932885706396,0
D-099,District 099,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.008677487075529436,0
D-099,District 099,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04620063837403197,0
D-099,District 099,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.006639483034906041,0
D-100,District 100,North,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.07518550316636209,0
D-100,District 100,North,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3089532264764482,0
D-100,District 100,North,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.008158385846413553,0
D-100,District 100,North,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.011282911806560702,0
D-100,District 100,North,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.0075637651172038144,0
D-100,District 100,North,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.034338317587510096,0
D-100,District 100,North,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.05273630569869538,0
D-100,District 100,North,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.007403055912877306,0
D-100,District 100,North,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0012961433092375085,0
D-100,District 100,North,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7495191296964486,1
D-100,District 100,North,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.06848042995599474,0
D-100,District 100,North,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.30525135728135344,0
D-100,District 100,North,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.011720169401992483,0
D-100,District 100,North,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.009758114020601661,0
D-100,District 100,North,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.051351817321532836,0
D-100,District 100,North,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.011245123123602959,0
D-100,District 100,North,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.0592080953578883,0
D-100,District 100,North,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.008609318481643187,0
D-101,District 101,East,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09731634220143505,0
D-101,District 101,East,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.37220051068411525,0
D-101,District 101,East,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010789992231615496,0
D-101,District 101,East,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.014907231619744473,0
D-101,District 101,East,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.010005502787555685,0
D-101,District 101,East,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0450312388054511,0
D-101,District 101,East,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06875045835104457,0
D-101,District 101,East,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00979342533110504,0
D-101,District 101,East,Cordania,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.001718067496270561,0
D-101,District 101,East,Cordania,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7987144242026031,1
D-101,District 101,East,Cordania,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.08882719712828609,0
D-101,District 101,East,Cordania,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.36814453504670674,0
D-101,District 101,East,Cordania,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01548274651372423,0
D-101,District 101,East,Cordania,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.012899025219603835,0
D-101,District 101,East,Cordania,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.06697527513786206,0
D-101,District 101,East,Cordania,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.01485748678594113,0
D-101,District 101,East,Cordania,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.07702769527195139,0
D-101,District 101,East,Cordania,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.011384710184432822,0
D-102,District 102,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.05683552849317417,0
D-102,District 102,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.24890479760350243,0
D-102,District 102,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.006060033954019522,0
D-102,District 102,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.008387722174908187,0
D-102,District 102,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.005617484582429941,0
D-102,District 102,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.0256807835614401,0
D-102,District 102,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.03963055313995471,0
D-102,District 102,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.00549789939815556,0
D-102,District 102,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0009610626483476213,0
D-102,District 102,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.6892477850889757,1
D-102,District 102,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.051675473670568225,0
D-102,District 102,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.2456666457897487,0
D-102,District 102,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.008713768528556003,0
D-102,District 102,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.007251317208095975,0
D-102,District 102,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.03857611896955777,0
D-102,District 102,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.008359548065594758,0
D-102,District 102,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.04456968103028349,0
D-102,District 102,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.006395733766707397,0
D-103,District 103,West,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.03666419407834401,0
D-103,District 103,West,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.17307566957776155,0
D-103,District 103,West,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.0038359922440314048,0
D-103,District 103,West,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.00531398256287797,0
D-103,District 103,West,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.003555278211511407,0
D-103,District 103,West,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.016374526123341608,0
D-103,District 103,West,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.025400938233443693,0
D-103,District 103,West,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.0034794397283794956,0
D-103,District 103,West,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0006072079750523795,0
D-103,District 103,West,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.5834816800678398,1
D-103,District 103,West,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.03327087752851132,0
D-103,District 103,West,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.1705999542678679,0
D-103,District 103,West,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.005521212209136678,0
D-103,District 103,West,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.004592092642113758,0
D-103,District 103,West,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.024715362283980087,0
D-103,District 103,West,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.0052960779110957255,0
D-103,District 103,West,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.02861948825751718,0
D-103,District 103,West,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.0040489915998204095,0
D-104,District 104,East,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.11545000755528051,0
D-104,District 104,East,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.4178454562015276,0
D-104,District 104,East,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.013033362919679006,0
D-104,District 104,East,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.017991057712023382,0
D-104,District 104,East,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.01208776165224846,0
D-104,District 104,East,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.05400511593955861,0
D-104,District 104,East,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.08204503191107014,0
D-104,District 104,East,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.011832075961539826,0
D-104,District 104,East,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.002079239198646757,0
D-104,District 104,East,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.8277041313596177,1
D-104,District 104,East,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.10556400624501176,0
D-104,District 104,East,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.41361978580839914,0
D-104,District 104,East,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01868337008278164,0
D-104,District 104,East,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.015573985947502499,0
D-104,District 104,East,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0799560470365814,0
D-104,District 104,East,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.017931209589609212,0
D-104,District 104,East,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.09176515062465032,0
D-104,District 104,East,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.013750011250492184,0
D-105,District 105,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.11833454311242025,0
D-105,District 105,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.4246581637208439,0
D-105,District 105,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.01339776151184011,0
D-105,District 105,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.018491471053536913,0
D-105,District 105,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.012426055123800062,0
D-105,District 105,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.05545068101558774,0
D-105,District 105,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.08417436297738663,0
D-105,District 105,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.012163301801983821,0
D-105,District 105,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0021380359090023776,0
D-105,District 105,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.831652874936317,1
D-105,District 105,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.10823176141032867,0
D-105,District 105,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.42041335156062254,0
D-105,District 105,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.019202663239823056,0
D-105,District 105,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.016008265452651993,0
D-105,District 105,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.0820360074356144,0
D-105,District 105,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.018429989523507783,0
D-105,District 105,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.09412088399925338,0
D-105,District 105,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.01413415960546021,0
D-106,District 106,South,Azuria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.0635877128457672,0
D-106,District 106,South,Azuria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.27189714365323175,0
D-106,District 106,South,Azuria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.006823621302625684,0
D-106,District 106,South,Azuria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.009441820953439551,0
D-106,District 106,South,Azuria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.006325663913474444,0
D-106,District 106,South,Azuria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.028844912298843714,0
D-106,District 106,South,Azuria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.0444350468786104,0
D-106,District 106,South,Azuria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.006191096848515449,0
D-106,District 106,South,Azuria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0010828601692231374,0
D-106,District 106,South,Azuria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7142362617961058,1
D-106,District 106,South,Azuria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.057852234331719245,0
D-106,District 106,South,Azuria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.26846678664268503,0
D-106,District 106,South,Azuria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.009808436788112116,0
D-106,District 106,South,Azuria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.008163777876573151,0
D-106,District 106,South,Azuria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.043258539462241834,0
D-106,District 106,South,Azuria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.0094101397578639,0
D-106,District 106,South,Azuria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.0499418172159937,0
D-106,District 106,South,Azuria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.007201314100843956,0
D-107,District 107,East,Belvaria,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.08304153372476467,0
D-107,District 107,East,Belvaria,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.33245458360573965,0
D-107,District 107,East,Belvaria,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.009079603809259044,0
D-107,District 107,East,Belvaria,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.01255247583173247,0
D-107,District 107,East,Belvaria,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.00841841035612971,0
D-107,District 107,East,Belvaria,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.03810212477523978,0
D-107,District 107,East,Belvaria,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.058394761890132894,0
D-107,District 107,East,Belvaria,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.008239693054988511,0
D-107,District 107,East,Belvaria,I09,Community Response Training (Enhanced),both,518000,0.197,22,0.0014436273401431297,0
D-107,District 107,East,Belvaria,I10,Heat-Resilient Roofing Subsidy (Basic),heat,344000,0.119,13,0.7692289822725816,1
D-107,District 107,East,Belvaria,I11,Cooling Centers & Outreach (Standard),heat,532000,0.192,14,0.07569319883088664,0
D-107,District 107,East,Belvaria,I12,Reflective Road Surface (Enhanced),heat,1042000,0.2,16,0.32860502408418546,0
D-107,District 107,East,Belvaria,I13,Drainage Rehabilitation (Basic),flood,1113000,0.152,20,0.01303828525739782,0
D-107,District 107,East,Belvaria,I14,River Embankment Reinforcement (Standard),flood,897000,0.198,21,0.010857990523905365,0
D-107,District 107,East,Belvaria,I15,Flood Shelter Retrofit (Enhanced),flood,777000,0.243,14,0.05687064039373241,0
D-107,District 107,East,Belvaria,I16,Watershed Reforestation (Basic),flood,603000,0.147,18,0.012510488931910054,0
D-107,District 107,East,Belvaria,I17,Early Warning System Upgrade (Standard),both,1279000,0.138,17,0.06551293108794341,0
D-107,District 107,East,Belvaria,I18,Critical Facility Resilience (Enhanced),both,694000,0.167,20,0.009580962412651302,0
D-108,District 108,Central,Cordania,I01,Drainage Rehabilitation (Basic),flood,969000,0.12,13,0.09597489931930075,0
D-108,District 108,Central,Cordania,I02,River Embankment Reinforcement (Standard),flood,1263000,0.149,14,0.3686172732998442,0
D-108,District 108,Central,Cordania,I03,Flood Shelter Retrofit (Enhanced),flood,638000,0.24,22,0.010627217491619703,0
D-108,District 108,Central,Cordania,I04,Watershed Reforestation (Basic),flood,459000,0.118,22,0.014683267330198863,0
D-108,District 108,Central,Cordania,I05,Early Warning System Upgrade (Standard),both,488000,0.19,22,0.009854444735836354,0
D-108,District 108,Central,Cordania,I06,Critical Facility Resilience (Enhanced),both,471000,0.277,19,0.04437508254133115,0
D-108,District 108,Central,Cordania,I07,Green Infrastructure (Urban) (Basic),both,880000,0.162,16,0.06777321416618881,0
D-108,District 108,Central,Cordania,I08,Water Storage & Distribution (Standard),both,381000,0.206,19,0.009645537922634903,0
